"meaning","language","word","lingpy.cognate","expert.cognate","word.count","corpora.size","corpora.type","corpus","states","taxa","word.type","glottocode","source.ids","mean.roc","sd.roc"
"Z","Danish","søster","BV","i",70845,2042601251,"web","Danish Web 2014 (daTenTen14)",6,"Danish","kinterm","dani1285","IE996;IE89(95)",1.2052625918976,0.00506460495466527
"Z","Portuguese","irmã","ES","latin",21817,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",6,"Portuguese_ST","kinterm","port1283","IE80(166)",1.2052625918976,0.00506460495466527
"Z","German","Schwester","CY","i",616266,16534176369,"web","German Web 2013 (deTenTen13)",6,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.2052625918976,0.00506460495466527
"Z","Swedish","syster","BV","i",229119,3411216955,"web","Swedish Web 2014 (svTenTen14)",6,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.2052625918976,0.00506460495466527
"Z","Swedish","syster","BV","i",166142,3411216955,"web","Swedish Web 2014 (svTenTen14)",6,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.2052625918976,0.00506460495466527
"Z","Swedish","syster","BV","i",NA,1e+06,"spoken","SUC",6,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.2052625918976,0.00506460495466527
"Z","Irish","deirbhshiur","DS","i",NA,NA,NA,NA,6,"Irish_A","kinterm","iris1253","IE180(181,261);IE225(432);IE182(107,108);IE294(63)",1.2052625918976,0.00506460495466527
"Z","Hindi","bahan̪","GX","indian",NA,NA,NA,NA,6,"Hindi","kinterm","hind1269",NA,1.2052625918976,0.00506460495466527
"Z","Dutch","zus","CD","i",57001,2576596803,"web","Dutch Web 2014 (nlTenTen14)",6,"Dutch_List","kinterm","dutc1256","IE73",1.2052625918976,0.00506460495466527
"Z","Catalan","germana","BB","latin",703,4189954719,"web","Catalan Web 2014 (caTenTen14)",6,"Catalan","kinterm","stan1289","IE285(5);IE286(416)",1.2052625918976,0.00506460495466527
"Z","Catalan","germana","BB","latin",8094,4189954719,"web","Catalan Web 2014 (caTenTen14)",6,"Catalan","kinterm","stan1289","IE285(5);IE286(416)",1.2052625918976,0.00506460495466527
"Z","English","sister","CM","i",1763,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",6,"English_ST","kinterm","stan1293","IE72",1.2052625918976,0.00506460495466527
"Z","Tajik","hohar","IL","misc",NA,NA,NA,NA,6,"Tadzik","kinterm","taji1245","IE208(478)",1.2052625918976,0.00506460495466527
"Z","Icelandic","systir","BV","i",47,6.5e+07,"spoken","textasafn",6,"Icelandic_ST","kinterm","icel1247","IE89(91)",1.2052625918976,0.00506460495466527
"Z","Russian","сестра","AR","i",984530,14553856113,"web","Russian Web 2011 (ruTenTen11)",6,"Russian","kinterm","russ1263",NA,1.2052625918976,0.00506460495466527
"Z","Russian","сестра","AR","i",9808.81,8200000,"written","Russian NC via Leeds",6,"Russian","kinterm","russ1263",NA,1.2052625918976,0.00506460495466527
"Z","Russian","сестра","AR","i",270463,14553856113,"web","Russian Web 2011 (ruTenTen11)",6,"Russian","kinterm","russ1263",NA,1.2052625918976,0.00506460495466527
"Z","Russian","сестра","AR","i",249.19,8200000,"spoken","Russian NC via Leeds",6,"Russian","kinterm","russ1263",NA,1.2052625918976,0.00506460495466527
"Z","Italian","sorella","DY","i",4,1.3e+08,"spoken","CORIS",6,"Italian","kinterm","ital1282","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","Swedish","syster","BV","i",60,1e+06,"written","SUC",6,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.2052625918976,0.00506460495466527
"Z","Assamese","bhani","GA","indian",NA,NA,NA,NA,6,"Assamese","kinterm","assa1263","DR7(104);IE9(109);IE224(71)",1.2052625918976,0.00506460495466527
"Z","Belarusian","sjastrá","AR","i",NA,NA,NA,NA,6,"Byelorussian","kinterm","bela1254","IE146(941);IE296(28);IE332(253,123)",1.2052625918976,0.00506460495466527
"Z","Ukrainian","sestrá","AR","i",NA,NA,NA,NA,6,"Ukrainian","kinterm","ukra1253","IE146(993);IE297(314);IE299)",1.2052625918976,0.00506460495466527
"Z","Romanian","tată","EY","misc",NA,4.1e+07,"spoken","ROMBAC",6,"Romanian_List","kinterm","roma1327",NA,1.2052625918976,0.00506460495466527
"Z","Romanian","tată","EY","misc",3741,4.1e+07,"written","ROMBAC",6,"Romanian_List","kinterm","roma1327",NA,1.2052625918976,0.00506460495466527
"Z","Romanian","tată","EY","misc",2918,44729032,"web","Romanian Web (roWaC)",6,"Romanian_List","kinterm","roma1327",NA,1.2052625918976,0.00506460495466527
"Z","Romanian","tată","EY","misc",19883,44729032,"web","Romanian Web (roWaC)",6,"Romanian_List","kinterm","roma1327",NA,1.2052625918976,0.00506460495466527
"Z","Serbian","sestra",NA,"i",10288,5.54e+08,"web","scWaC",6,"Serbocroatian","kinterm","sout1528","IE20(47);IE65(25);IE63(46,47);IE12(146)",1.2052625918976,0.00506460495466527
"Z","Polish","siostra","AR","i",6573,3e+08,"written","Polish NC written PELCRA spoken",6,"Polish","kinterm","poli1260","IE71(262);IE59(143);IE146(754)",1.2052625918976,0.00506460495466527
"Z","Polish","siostra","AR","i",2273975,7796796565,"web","Polish Web 2012 (plTenTen12)",6,"Polish","kinterm","poli1260","IE71(262);IE59(143);IE146(754)",1.2052625918976,0.00506460495466527
"Z","Urdu","bahen","GX","indian",NA,NA,NA,NA,6,"Urdu","kinterm","urdu1245","IE188(347);IE363(26);IE292",1.2052625918976,0.00506460495466527
"Z","Polish","siostra","AR","i",165822,7796796565,"web","Polish Web 2012 (plTenTen12)",6,"Polish","kinterm","poli1260","IE71(262);IE59(143);IE146(754)",1.2052625918976,0.00506460495466527
"Z","Italian","sorella","DY","i",79116,2588873046,"web","Italian Web 2010 (itTenTen)",6,"Italian","kinterm","ital1282","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","Italian","sorella","DY","i",9680,1.3e+08,"written","CORIS",6,"Italian","kinterm","ital1282","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","French","soeur","CT","i",116.55,1.5e+07,"written","lexique corpus",6,"French","kinterm","stan1290","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","French","soeur","CT","i",400824,9889689889,"web","French Web 2012 (frTenTen12)",6,"French","kinterm","stan1290","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","French","soeur","CT","i",155.22,1.5e+07,"spoken","lexique corpus",6,"French","kinterm","stan1290","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","Sindhi","bheṇu","HJ","indian",NA,NA,NA,NA,6,"Sindhi","kinterm","sind1272","IE9(109);DR7(99);IE292)",1.2052625918976,0.00506460495466527
"Z","Dutch","zus","CD","i",78554,2576596803,"web","Dutch Web 2014 (nlTenTen14)",6,"Dutch_List","kinterm","dutc1256","IE73",1.2052625918976,0.00506460495466527
"Z","Dutch","zus","CD","i",11457,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",6,"Dutch_List","kinterm","dutc1256","IE73",1.2052625918976,0.00506460495466527
"Z","Welsh","chwaer","FN","celtic",NA,NA,NA,NA,6,"Welsh_C","kinterm","wels1247","IE174(42);IE173(117,119);IE288(107); IE339",1.2052625918976,0.00506460495466527
